"","Lake_name","Invasion_category","Sample_type","Sample_origin","Collected_year","Collected_month_number","Littoral_zoobenthic_macroinvert_community_sample","Transect","Lat","Long","Sample_depth","Total_count","Vial_count","Functional_feeding_group","Method_of_take","real.name","Functional_group","Common_name","Scientific_name","Total_length_mm","Weight_g","Tube_box","Tube_ID","Tube_size_ml","Preservative","Isotope.sample.weight..mg.","Davis_ID_long","d13C","Total.C..µg.","d15N","Total.N..µg.","Type.of.Material","Sample.Weight..mg..from.Sample.List","Internal.ID","Lake_max_depth_m","Lake_surface_elev_m","Current_conversion","Secchi_m","Surface_area_ha","n","d13C_baseline","d13C_base_se","d15N_baseline","d15N_base_se","d13C_corr","d15N_corr"
"1330","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",367,398.5,"2018-I","ICL","1.5","Ethanol",0.981,"ALPHA-A-02",-24.85,474.38,7.35,149.8,"Fish",0.981,1667808,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.002666667,6.312
"1331","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",352,378.5,"2018-I","ICP","1.5","Ethanol",0.939,"ALPHA-A-03",-23.36,455.49,8.29,144.87,"Fish",0.939,1667809,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.487333333,7.252
"1332","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",84,6.8,"2018-I","ICQ","1.5","Ethanol",0.912,"ALPHA-A-04",-26.95,380.33,7.76,112.19,"Fish",0.912,1667810,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-3.102666667,6.722
"1333","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",341,429.3,"2018-I","ICC","1.5","Ethanol",1.085,"ALPHA-A-05",-24.87,525.41,7.55,166.12,"Fish",1.085,1667811,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.022666667,6.512
"1334","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Fyke","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",442,864.3,"2018-I","ICH","1.5","Ethanol",1.029,"ALPHA-A-06",-28.82,575.43,10.13,129.6,"Fish",1.029,1667812,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-4.972666667,9.092
"1335","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Fyke","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",434,615.7,"2018-I","ICI","1.5","Ethanol",1.045,"ALPHA-A-07",-24.84,499.43,10.68,160.68,"Fish",1.045,1667813,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.992666667,9.642
"1336","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Fyke","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",514,1216.5,"2018-I","ICJ","1.5","Ethanol",0.951,"ALPHA-A-08",-25.1,469.86,10.57,142,"Fish",0.951,1667814,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.252666667,9.532
"1337","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",339,409.9,"2018-I","ICB","1.5","Ethanol",1.092,"ALPHA-A-09",-25.45,511.04,7.83,162.5,"Fish",1.092,1667815,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.602666667,6.792
"1338","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",5,"48.687087","-113.901045",0.5,1,1,"Engulfer-predator","D-net","Coenagrionidae","Littoral forage Invertebrate","Narrow-winged damselfly","Coenagrionidae",NA,NA,"2018-H","HBT","1.5","Ethanol",0.989,"ALPHA-B-01",-27.23,518.29,6,111.6,"Invertebrate",0.989,1667819,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-3.382666667,4.962
"1339","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",7,"48.683174","-113.903915",0.5,3,3,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2018-I","IAW","1.5","Ethanol",1.093,"ALPHA-B-10",-22.09,597.26,1.29,119.16,"Invertebrate",1.093,1667828,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.757333333,0.252
"1340","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",7,"48.683174","-113.903915",0.5,1,1,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2018-I","IAY","1.5","Ethanol",0.958,"ALPHA-B-12",-24.67,379.55,2.44,99.55,"Invertebrate",0.958,1667830,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.822666667,1.402
"1341","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",5,"48.687087","-113.901045",1,1,1,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2018-H","HCE","1.5","Ethanol",0.91,"ALPHA-B-02",-24.47,438.29,1.72,94.96,"Invertebrate",0.91,1667820,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.622666667,0.682
"1342","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",5,"48.687087","-113.901045",1.5,1,1,"Piercer-herbivore-scraper","D-net","Hydroptilidae","Littoral forage Invertebrate","Micro caddisfly","Hydroptilidae",NA,NA,"2018-H","HCM","1.5","Ethanol",0.954,"ALPHA-B-03",-23.53,297.59,3.48,61.44,"Invertebrate",0.954,1667821,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.317333333,2.442
"1343","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",0.5,1,1,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2018-H","HCT","1.5","Ethanol",0.971,"ALPHA-B-04",-22.81,467.48,2.33,119.2,"Invertebrate",0.971,1667822,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.037333333,1.292
"1344","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",0.5,1,1,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2018-H","HDA","1.5","Ethanol",1.038,"ALPHA-B-05",-22.66,495.79,1.52,128.13,"Invertebrate",1.038,1667823,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.187333333,0.482
"1345","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",1,1,1,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2018-H","HDE","1.5","Ethanol",0.981,"ALPHA-B-06",-25.7,494.1,3.14,126.22,"Invertebrate",0.981,1667824,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.852666667,2.102
"1346","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",1.5,3,3,"Piercer-predator","D-net","Dryopidae","Littoral forage Invertebrate","Long-toed water beetle","Dryopidae",NA,NA,"2018-I","IAC","1.5","Ethanol",0.996,"ALPHA-B-07",-26.49,499.76,1.97,114.25,"Invertebrate",0.996,1667825,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-2.642666667,0.932
"1347","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",1.5,1,1,"Scraper-collector-gatherer","D-net","Heptageniidae","Littoral forage Invertebrate","Flatheaded mayfly","Heptageniidae",NA,NA,"2018-I","IAH","1.5","Ethanol",0.748,"ALPHA-B-08",-23.95,368.7,1.08,95.1,"Invertebrate",0.748,1667826,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.102666667,0.042
"1348","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",1.5,1,1,"Piercer-herbivore-scraper","D-net","Hydroptilidae","Littoral forage Invertebrate","Micro caddisfly","Hydroptilidae",NA,NA,"2018-I","IAK","1.5","Ethanol",1.005,"ALPHA-B-09",-24.02,486.56,3.27,116.29,"Invertebrate",1.005,1667827,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.172666667,2.232
"1349","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",7,"48.683174","-113.903915",0.5,13,13,"Collector-filterer","D-net","Philopotamidae","Littoral forage Invertebrate","Fingernet caddisfly","Philopotamidae",NA,NA,"2018-I","IBC","1.5","Ethanol",0.954,"ALPHA-C-01",-24.19,522.86,0.81,89.55,"Invertebrate",0.954,1667831,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.342666667,-0.228
"1350","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",0.5,21,21,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2018-G","GAA","1.5","Ethanol",0.927,"DELTA-E-07",-24.45,350.86,0.96,75.38,"Invertebrate",0.927,1668149,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.602666667,-0.078
"1351","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",0.5,8,8,"Piercer-predator","D-net","Hydrachnidia","Littoral forage Invertebrate","Water mite","Hydrachnidia",NA,NA,"2018-G","GAB","1.5","Ethanol",0.982,"DELTA-E-08",-27.05,478.98,3.89,120.8,"Invertebrate",0.982,1668150,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-3.202666667,2.852
"1352","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",7,"48.683174","-113.903915",1,13,13,"Collector-filterer","D-net","Philopotamidae","Littoral forage Invertebrate","Fingernet caddisfly","Philopotamidae",NA,NA,"2018-I","IBN","1.5","Ethanol",0.92,"ALPHA-C-02",-25.25,504.8,0.25,90.36,"Invertebrate",0.92,1667832,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.402666667,-0.788
"1353","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",7,"48.683174","-113.903915",1.5,5,5,"Collector-filterer","D-net","Philopotamidae","Littoral forage Invertebrate","Fingernet caddisfly","Philopotamidae",NA,NA,"2018-I","ICA","1.5","Ethanol",0.971,"ALPHA-C-03",-24.73,521.71,0.53,82.27,"Invertebrate",0.971,1667833,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.882666667,-0.508
"1354","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",1,6,6,"Collector-gatherer-scraper","D-net","Chironomidae_w","Littoral forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2018-H","HAR","1.5","Ethanol",0.927,"DELTA-F-11",-22.79,416.21,2.81,103.01,"Invertebrate",0.927,1668165,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.057333333,1.772
"1355","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",0.5,2,2,"Collector-gatherer-scraper","D-net","Chironomidae_r","Littoral forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2018-G","GAE","1.5","Ethanol",0.604,"DELTA-F-12",-25.37,260.54,1.29,61.12,"Invertebrate",0.604,1668166,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.522666667,0.252
"1356","Trout","Reference","Invertebrate","Autochthonous",2019,7,"NO",NA,"48.68752","-113.904478",15,9,9,"Collector-gatherer-scraper","Dredge","Chironomidae_w","Profundal forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2019-WA","WACU","1.5","Ethanol",1.059,"NOVEMBER-B-10",-33.28,554.55,6.56,86.18,"Invertebrate",1.059,1669076,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-9.432666667,5.522
"1357","Trout","Reference","Invertebrate","Autochthonous",2019,7,"NO",NA,"48.68752","-113.904478",15,9,9,"Collector-gatherer-scraper","Dredge","Chironomidae_w","Profundal forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2019-WA","WACU","1.5","Ethanol",1.011,"NOVEMBER-B-11",-32.58,484.63,6.19,88.96,"Invertebrate",1.011,1669077,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-8.732666667,5.152
"1358","Trout","Reference","Invertebrate","Autochthonous",2019,7,"NO",NA,"48.68752","-113.904478",15,9,9,"Collector-gatherer-scraper","Dredge","Chironomidae_w","Profundal forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2019-WA","WACU","1.5","Ethanol",0.955,"NOVEMBER-B-12",-31.93,461.42,6.17,83.85,"Invertebrate",0.955,1669078,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-8.082666667,5.132
"1359","Trout","Reference","Invertebrate","Autochthonous",2018,7,"NO",NA,"48.676101","-113.910154",15.5,3,3,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2018-O","OAJ","1.5","Ethanol",0.309,"ALPHA-H-12",-23.35,144.82,0.41,31.69,"Invertebrate",0.309,1667902,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.497333333,-0.628
"1360","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",1.5,6,6,"Collector-gatherer-scraper","D-net","Chironomidae_w","Littoral forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2018-H","HBD","1.5","Ethanol",1.058,"DELTA-F-06",-24.01,489.38,3.39,123.92,"Invertebrate",1.058,1668160,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.162666667,2.352
"1361","Trout","Reference","Invertebrate","Autochthonous",2019,7,"NO",NA,"48.68752","-113.904478",15,6,6,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-WA","WACT","1.5","Ethanol",0.931,"NOVEMBER-B-05",-31.19,367.42,4.04,75.98,"Invertebrate",0.931,1669071,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-7.342666667,3.002
"1362","Trout","Reference","Invertebrate","Autochthonous",2019,7,"NO",NA,"48.68752","-113.904478",15,6,6,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-WA","WACT","1.5","Ethanol",0.926,"NOVEMBER-B-06",-29.64,427.88,3.92,85.2,"Invertebrate",0.926,1669072,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-5.792666667,2.882
"1363","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-3","HHA","15","Water",9.923,"ECHO-G-03",-21.75,399.13,0.6,36.21,"Plant",9.923,1668265,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,2.097333333,-0.438
"1364","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-3","HHB","15","Water",7.567,"ECHO-G-04",-24.86,458.65,0.65,42.11,"Plant",7.567,1668266,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.012666667,-0.388
"1365","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-3","HHC","15","Water",9.903,"ECHO-G-05",-23.69,585.23,1.28,51.12,"Plant",9.903,1668267,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.157333333,0.242
"1366","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",2,"48.671075","-113.916089",1,1,1,"Engulfer-predator-collector-gatherer","D-net","Hydrophilidae","Littoral forage Invertebrate","Water scavenger beetle","Hydrophilidae",NA,NA,"2018-N","NBY","1.5","Ethanol",0.996,"BRAVO-A-01",-25.36,513.44,3.44,104.52,"Invertebrate",0.996,1667903,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.512666667,2.402
"1367","Trout","Reference","Invertebrate","Allochthonous",2018,7,"NO",5,"48.687087","-113.901045",0.5,1,1,"Piercer-predator","D-net","Simuliidae","Littoral forage Invertebrate","Black fly","Simuliidae",NA,NA,"2018-O","OCP","1.5","Ethanol",0.99,"BRAVO-A-10",-24.76,487.55,6.49,130,"Invertebrate",0.99,1667912,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.912666667,5.452
"1368","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",5,"48.687087","-113.901045",1,3,3,"Collector-gatherer-scraper","D-net","Physidae","Littoral forage Invertebrate","Physid snail","Physidae",NA,NA,"2018-O","OCV","1.5","Ethanol",0.741,"BRAVO-A-11",-17.86,296.26,1.86,81.64,"Invertebrate",0.741,1667913,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,5.987333333,0.822
"1369","Trout","Reference","Invertebrate","Allochthonous",2018,7,"NO",5,"48.687087","-113.901045",1,2,2,"Predator-scraper-shredder","D-net","Tabanidae","Littoral forage Invertebrate","Horsefly","Tabanidae",NA,NA,"2018-O","ODE","1.5","Ethanol",0.977,"BRAVO-A-12",-29.15,531.95,1.95,98.63,"Invertebrate",0.977,1667914,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-5.302666667,0.912
"1370","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",2,"48.671075","-113.916089",0,2,2,"Collector-filterer-gatherer","D-net","Culicidae","Littoral forage Invertebrate","Mosquito","Culicidae",NA,NA,"2018-N","NCE","1.5","Ethanol",0.799,"BRAVO-A-02",-27.33,384.07,2.8,102.26,"Invertebrate",0.799,1667904,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-3.482666667,1.762
"1371","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",3,"48.676101","-113.910154",1,1,1,"Engulfer-predator-collector-gatherer","D-net","Hydrophilidae","Littoral forage Invertebrate","Water scavenger beetle","Hydrophilidae",NA,NA,"2018-N","NDJ","1.5","Ethanol",0.992,"BRAVO-A-03",-25.02,542.58,2.71,98.95,"Invertebrate",0.992,1667905,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-1.172666667,1.672
"1372","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",0.5,20,20,"Engulfer-predator-collector-gatherer","D-net","Hydrophilidae","Littoral forage Invertebrate","Water scavenger beetle","Hydrophilidae",NA,NA,"2018-O","OAU","1.5","Ethanol",1.073,"BRAVO-A-04",-26.21,525.41,3.06,88.79,"Invertebrate",1.073,1667906,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-2.362666667,2.022
"1373","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",6,"48.682357","-113.904496",0,1,1,"Collector-filterer-gatherer","D-net","Culicidae","Littoral forage Invertebrate","Mosquito","Culicidae",NA,NA,"2018-P","PBR","1.5","Ethanol",0.622,"BRAVO-A-05",-30.03,297.91,1.94,73.18,"Invertebrate",0.622,1667907,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-6.182666667,0.902
"1374","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-2","NZG","15","Water",9.971,"FOXTROT-B-01",-19.71,1606.15,0.47,117.97,"Plant",9.971,1668299,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,4.137333333,-0.568
"1375","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",0.5,1,1,"Collector-gatherer-scraper","D-net","Physidae","Littoral forage Invertebrate","Physid snail","Physidae",NA,NA,"2018-O","OAY","1.5","Ethanol",0.55,"BRAVO-A-08",-20.51,241.74,1.71,66.93,"Invertebrate",0.55,1667910,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,3.337333333,0.672
"1376","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",1,1,1,"Piercer-predator","D-net","Tabanidae","Littoral forage Invertebrate","Horsefly","Tabanidae",NA,NA,"2018-O","OBM","1.5","Ethanol",1.029,"BRAVO-A-09",-23.6,486.67,3.11,123.63,"Invertebrate",1.029,1667911,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.247333333,2.072
"1377","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",5,"48.687087","-113.901045",1.5,1,1,"Piercer-herbivore-scraper","D-net","Hydroptilidae","Littoral forage Invertebrate","Micro caddisfly","Hydroptilidae",NA,NA,"2018-O","ODQ","1.5","Ethanol",0.363,"BRAVO-B-01",-20.02,156.97,2.93,36.05,"Invertebrate",0.363,1667915,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,3.827333333,1.892
"1378","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-2","NZH","15","Water",9.984,"FOXTROT-B-02",-20.8,932.45,-0.26,73.35,"Plant",9.984,1668300,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,3.047333333,-1.298
"1379","Trout","Reference","Periphyton","Autochthonous",2018,7,"NO",4,"48.687403","-113.900438",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2018-15ml-2","NZI","15","Water",10.005,"FOXTROT-B-03",-19.01,1158.85,0.15,103.03,"Plant",10.005,1668301,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,4.837333333,-0.888
"1380","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",1,3,3,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2018-G","GAU","1.5","Ethanol",0.974,"DELTA-H-04",-23.35,453.89,0.08,119.11,"Invertebrate",0.974,1668182,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.497333333,-0.958
"1381","Trout","Reference","Invertebrate","Allochthonous",2018,7,"NO",6,"48.682357","-113.904496",1,1,1,"Piercer-predator","D-net","Simuliidae","Littoral forage Invertebrate","Black fly","Simuliidae",NA,NA,"2018-P","PBC","1.5","Ethanol",0.986,"BRAVO-B-02",-24.35,479.3,4.09,126.83,"Invertebrate",0.986,1667916,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-0.502666667,3.052
"1382","Trout","Reference","Invertebrate","Allochthonous",2018,7,"NO",6,"48.682357","-113.904496",1.5,2,2,"Piercer-predator","D-net","Simuliidae","Littoral forage Invertebrate","Black fly","Simuliidae",NA,NA,"2018-P","PBQ","1.5","Ethanol",1.029,"BRAVO-B-03",-22.8,547.55,2.03,124.62,"Invertebrate",1.029,1667917,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.047333333,0.992
"1383","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",0.5,1,1,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2018-G","GAD","1.5","Ethanol",0.951,"DELTA-E-10",-26.67,460.98,0.03,95.78,"Invertebrate",0.951,1668152,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-2.822666667,-1.008
"1384","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",1,"48.670953","-113.916938",1,1,1,"Piercer-predator","D-net","Hydrachnidia","Littoral forage Invertebrate","Water mite","Hydrachnidia",NA,NA,"2018-G","GAS","1.5","Ethanol",0.707,"DELTA-E-11",-25.87,344.75,4.43,86.87,"Invertebrate",0.707,1668153,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-2.022666667,3.392
